custid,gender,총구매액,구매건수,평균구매가격,평균할부개월수,구매브랜드종류,내점일수,수입상품_구매비율,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,저녁_구매건수,점심_구매건수,주구매코너
31084,0,1052157,8,131520,2.0,8,4,25.0,75.0,2.0,4.0,,2.0,,,8.0,트래디셔널캐주얼
31095,0,535000,7,76429,2.1,6,4,28.6,25.0,3.0,,1.0,3.0,1.0,4.0,2.0,정장셔츠
31107,0,1721800,21,81990,2.4,15,11,0.0,27.3,15.0,4.0,1.0,1.0,1.0,1.0,19.0,스포츠
31109,0,10714330,114,93985,1.5,46,62,18.4,35.5,29.0,19.0,33.0,33.0,38.0,15.0,61.0,일반식품
31124,1,619000,5,123800,1.8,5,4,0.0,25.0,2.0,,1.0,2.0,,4.0,1.0,캐릭터캐주얼
31126,0,512000,1,512000,1.0,1,1,0.0,0.0,,,1.0,,,,1.0,화장품
31153,0,2586314,17,152136,1.7,14,8,35.3,87.5,2.0,10.0,3.0,2.0,,10.0,7.0,스포츠
31163,0,58000,3,19333,1.7,1,1,0.0,0.0,,3.0,,,3.0,,,화장품
31175,0,382760,6,63793,1.3,5,4,33.3,25.0,1.0,,5.0,,2.0,1.0,3.0,일반식품
31189,0,195000,4,48750,2.0,3,3,25.0,33.3,,1.0,3.0,,1.0,2.0,1.0,일반식품
31190,0,5749900,114,50438,1.9,47,35,16.7,22.9,33.0,39.0,31.0,11.0,12.0,60.0,42.0,영캐주얼
31200,1,5551200,90,61680,1.9,22,46,35.6,34.8,46.0,18.0,15.0,11.0,8.0,9.0,73.0,일반식품
31211,1,7242671,245,29562,1.5,53,95,14.7,29.5,42.0,41.0,43.0,119.0,54.0,31.0,160.0,일반식품
31219,0,8892909,80,111161,2.8,36,38,11.2,34.2,22.0,16.0,30.0,12.0,9.0,12.0,59.0,일반식품
31224,1,1333265,36,37035,1.3,22,25,16.7,12.0,6.0,9.0,11.0,10.0,14.0,1.0,21.0,화장품
31235,1,2559296,69,37091,1.1,25,27,7.2,44.4,3.0,12.0,22.0,32.0,6.0,33.0,30.0,일반식품
31236,1,2300806,47,48953,1.4,33,32,4.3,28.1,8.0,12.0,7.0,20.0,12.0,11.0,24.0,스포츠
31239,1,2258198,72,31364,2.3,25,27,1.4,33.3,2.0,28.0,31.0,11.0,10.0,11.0,51.0,유아동복
31241,0,392600,10,39260,1.0,7,6,0.0,0.0,,8.0,2.0,,2.0,2.0,6.0,일반식품
31247,1,7198100,52,138425,1.7,31,32,30.8,28.1,17.0,8.0,10.0,17.0,34.0,,18.0,화장품
31250,1,20113824,217,92690,1.8,66,93,13.8,26.9,83.0,50.0,40.0,44.0,112.0,5.0,100.0,유아동복
31275,0,570000,3,190000,3.0,3,2,33.3,0.0,3.0,,,,,,3.0,화장품
31286,1,754800,5,150960,2.2,5,5,0.0,0.0,2.0,,2.0,1.0,5.0,,,엘레강스캐주얼
31291,0,2286100,16,142881,2.2,14,12,6.2,41.7,5.0,1.0,7.0,3.0,7.0,1.0,8.0,스포츠
31295,0,219558,5,43912,1.4,4,3,20.0,33.3,2.0,1.0,2.0,,,,5.0,일반식품
31298,0,22614271,87,259934,2.3,28,34,0.0,50.0,26.0,34.0,20.0,7.0,10.0,26.0,51.0,엘레강스캐주얼
31310,0,5859638,103,56890,1.3,55,46,8.7,39.1,19.0,23.0,36.0,25.0,37.0,7.0,59.0,일반식품
31318,1,1239211,14,88515,1.3,8,6,0.0,0.0,5.0,3.0,3.0,3.0,,3.0,11.0,화장품
31332,0,3729555,56,66599,1.6,28,28,1.8,25.0,11.0,9.0,10.0,26.0,20.0,,36.0,일반식품
31342,0,670041,7,95720,1.6,5,4,0.0,25.0,5.0,,2.0,,2.0,1.0,4.0,일반식품
31347,0,1652620,11,150238,2.8,8,7,9.1,57.1,4.0,,2.0,5.0,,5.0,6.0,캐릭터캐주얼
31353,1,4286205,42,102052,1.6,25,19,11.9,78.9,13.0,6.0,6.0,17.0,10.0,12.0,20.0,일반식품
31358,0,4464440,20,223222,1.9,17,7,20.0,28.6,14.0,5.0,1.0,,,,20.0,수입명품
31371,1,2980651,26,114640,1.0,22,15,15.4,13.3,8.0,7.0,7.0,4.0,8.0,3.0,15.0,유니캐주얼
31397,0,4010725,73,54941,2.1,31,36,1.4,27.8,10.0,18.0,27.0,18.0,8.0,16.0,49.0,유니캐주얼
31400,0,2157181,113,19090,1.1,18,72,0.0,43.1,29.0,28.0,36.0,20.0,15.0,53.0,45.0,일반식품
31405,0,5276167,76,69423,1.8,35,34,7.9,41.2,23.0,5.0,11.0,37.0,7.0,41.0,28.0,스포츠
31423,0,3520174,62,56777,1.0,40,31,19.4,32.3,34.0,9.0,18.0,1.0,19.0,5.0,38.0,영캐주얼
31440,0,12333300,41,300812,1.2,29,19,39.0,15.8,17.0,7.0,11.0,6.0,11.0,12.0,18.0,스포츠
31442,0,7345453,93,78983,1.2,34,34,2.2,82.4,35.0,4.0,25.0,29.0,9.0,53.0,31.0,일반식품
31444,0,2213900,16,138369,3.5,12,14,0.0,7.1,3.0,4.0,7.0,2.0,3.0,2.0,11.0,스포츠
31451,1,30269444,162,186848,3.3,73,62,25.9,33.9,66.0,24.0,16.0,56.0,16.0,47.0,99.0,수입명품
31457,0,2717428,19,143023,1.0,11,6,21.1,16.7,14.0,2.0,,3.0,10.0,,9.0,일반식품
31469,0,2333980,48,48625,1.8,33,27,6.2,25.9,8.0,8.0,18.0,14.0,,18.0,30.0,유아동복
31478,1,1858724,75,24783,1.4,35,38,6.7,31.6,12.0,49.0,14.0,,11.0,33.0,31.0,스포츠
31490,1,17299870,239,72384,2.1,69,81,10.9,21.0,52.0,56.0,53.0,78.0,88.0,3.0,148.0,일반식품
31498,0,605600,5,121120,2.6,5,3,0.0,33.3,3.0,1.0,,1.0,,1.0,4.0,장신구
31516,0,1037070,6,172845,1.0,4,4,0.0,25.0,,4.0,2.0,,1.0,2.0,3.0,엘레강스캐주얼
31520,0,339000,4,84750,2.0,4,4,25.0,50.0,1.0,2.0,1.0,,2.0,,2.0,스포츠
31545,0,1433910,38,37734,1.4,8,27,0.0,33.3,6.0,14.0,10.0,8.0,21.0,13.0,4.0,일반식품
31563,0,1906000,4,476500,2.5,3,2,100.0,100.0,,,4.0,,,4.0,,수입명품
31567,1,12027300,34,353744,1.1,25,15,23.5,33.3,15.0,10.0,7.0,2.0,4.0,1.0,29.0,유아동복
31572,0,6683950,132,50636,1.2,62,79,6.8,45.6,33.0,38.0,18.0,43.0,6.0,114.0,12.0,스포츠
31596,0,3866932,80,48337,1.8,35,32,10.0,46.9,11.0,18.0,29.0,22.0,16.0,7.0,57.0,일반식품
31598,0,1713800,19,90200,2.6,11,8,15.8,25.0,6.0,12.0,1.0,,2.0,1.0,16.0,영캐주얼
31612,0,633966,10,63397,1.4,8,8,20.0,87.5,3.0,2.0,1.0,4.0,1.0,5.0,4.0,일반식품
31618,1,5579789,62,89997,2.0,39,37,14.5,18.9,14.0,18.0,14.0,16.0,37.0,2.0,23.0,화장품
31625,1,278800,6,46467,1.7,5,4,33.3,25.0,,3.0,,3.0,3.0,1.0,2.0,스포츠
31695,1,2141657,23,93116,1.6,16,9,34.8,33.3,4.0,10.0,1.0,8.0,2.0,6.0,15.0,화장품
31704,1,1660877,15,110725,1.7,8,7,26.7,28.6,5.0,5.0,2.0,3.0,,10.0,5.0,일반식품
31718,1,910620,12,75885,1.8,8,7,8.3,42.9,5.0,,3.0,4.0,2.0,4.0,6.0,화장품
31722,0,1998404,52,38431,1.5,27,21,5.8,33.3,15.0,5.0,7.0,25.0,2.0,11.0,39.0,일반식품
31723,0,2584600,29,89124,1.6,16,17,3.4,35.3,8.0,8.0,8.0,5.0,5.0,2.0,22.0,화장품
31728,0,1366125,37,36922,1.5,20,25,5.4,36.0,3.0,10.0,10.0,14.0,10.0,5.0,22.0,유니캐주얼
31734,0,1959500,14,139964,2.6,11,6,7.1,100.0,3.0,,3.0,8.0,,3.0,11.0,화장품
31740,0,3320135,62,53551,2.5,28,37,14.5,21.6,17.0,13.0,12.0,20.0,3.0,38.0,21.0,섬유
31746,0,3782230,27,140083,2.3,20,11,40.7,27.3,11.0,2.0,10.0,4.0,,16.0,11.0,수입명품
31757,0,2174966,60,36249,1.3,21,25,1.7,48.0,8.0,14.0,23.0,15.0,5.0,4.0,51.0,일반식품
31760,0,6160600,38,162121,3.0,22,13,57.9,23.1,9.0,10.0,6.0,13.0,10.0,,28.0,수입명품
31785,0,2054200,26,79008,1.5,15,9,42.3,22.2,5.0,9.0,11.0,1.0,5.0,10.0,11.0,화장품
31801,1,1348920,23,58649,2.7,14,14,0.0,35.7,5.0,5.0,6.0,7.0,4.0,1.0,18.0,스포츠
31824,0,184520,7,26360,1.0,7,5,0.0,100.0,1.0,1.0,3.0,2.0,1.0,,6.0,섬유
31838,0,5556700,6,926117,4.7,6,4,50.0,25.0,,5.0,1.0,,,,6.0,가전
31848,1,5122242,26,197009,1.1,17,6,23.1,16.7,1.0,,13.0,12.0,24.0,1.0,1.0,스포츠
31859,0,3289110,55,59802,2.4,33,22,5.5,36.4,29.0,6.0,3.0,17.0,17.0,8.0,30.0,유니캐주얼
31862,1,1513370,42,36033,1.7,24,18,2.4,38.9,6.0,13.0,8.0,15.0,24.0,,18.0,유아동복
31865,0,5735749,183,31343,1.6,62,75,4.4,21.3,62.0,17.0,49.0,55.0,47.0,33.0,103.0,일반식품
31872,0,2226265,22,101194,2.5,14,10,4.5,60.0,2.0,10.0,4.0,6.0,4.0,,18.0,트래디셔널캐주얼
31898,0,1327600,13,102123,1.2,10,9,15.4,33.3,,1.0,2.0,10.0,,7.0,6.0,유니캐주얼
31901,0,1871020,21,89096,1.7,17,10,14.3,0.0,2.0,1.0,6.0,12.0,8.0,6.0,7.0,스포츠
31905,0,541000,7,77286,2.7,5,5,14.3,0.0,,5.0,2.0,,,1.0,6.0,타운모피
31917,0,1887307,21,89872,2.2,13,6,0.0,33.3,5.0,,1.0,15.0,10.0,7.0,4.0,섬유
31933,0,20986586,82,255934,2.5,44,42,40.2,11.9,19.0,20.0,19.0,24.0,7.0,12.0,63.0,수입명품
31941,0,8819907,48,183748,3.4,33,19,4.2,31.6,18.0,18.0,,12.0,4.0,2.0,42.0,유니캐주얼
31966,0,726630,20,36332,1.6,7,9,0.0,22.2,,3.0,3.0,14.0,3.0,7.0,10.0,스포츠
31987,1,475204,11,43200,1.0,5,8,0.0,12.5,,3.0,3.0,5.0,2.0,,9.0,일반식품
31989,1,422400,6,70400,2.0,5,5,16.7,20.0,,2.0,4.0,,,,6.0,니트단품
31995,1,987900,14,70564,1.6,13,9,14.3,55.6,1.0,6.0,2.0,5.0,8.0,,6.0,문화완구
32020,0,6500633,67,97024,2.0,32,36,3.0,25.0,11.0,15.0,11.0,30.0,11.0,12.0,44.0,유니캐주얼
32035,0,203200,3,67733,2.3,3,2,33.3,0.0,,,,3.0,3.0,,,화장품
32047,0,551316,11,50120,1.5,10,9,9.1,11.1,1.0,2.0,3.0,5.0,1.0,1.0,9.0,일반식품
32056,0,2327303,36,64647,1.4,12,20,13.9,20.0,9.0,13.0,9.0,5.0,2.0,,34.0,일반식품
32095,0,1439500,16,89969,2.6,10,10,6.2,30.0,3.0,2.0,8.0,3.0,1.0,2.0,13.0,유니캐주얼
32101,0,1048163,39,26876,1.6,7,31,2.6,16.1,,25.0,14.0,,9.0,3.0,27.0,일반식품
32110,0,616090,7,88013,2.1,6,5,14.3,40.0,1.0,,1.0,5.0,,1.0,6.0,일반식품
32115,1,8653860,70,123627,1.6,39,26,12.9,26.9,11.0,24.0,13.0,22.0,30.0,5.0,35.0,일반식품
32123,0,1583464,33,47984,1.1,17,19,0.0,47.4,6.0,5.0,15.0,7.0,,8.0,25.0,일반식품
32125,0,9551420,70,136449,2.5,40,28,10.0,28.6,19.0,12.0,15.0,24.0,44.0,3.0,23.0,스포츠
32167,1,1634047,54,30260,1.4,16,38,0.0,15.8,22.0,9.0,11.0,12.0,1.0,5.0,48.0,일반식품
32168,0,812000,5,162400,2.2,1,3,100.0,66.7,1.0,1.0,3.0,,1.0,3.0,1.0,화장품
32179,0,680000,6,113333,3.0,6,6,16.7,0.0,2.0,2.0,1.0,1.0,2.0,,4.0,수입명품
32183,0,1387400,11,126127,3.1,8,10,9.1,0.0,3.0,2.0,6.0,,6.0,1.0,4.0,영캐주얼
32188,1,4243602,50,84872,1.8,30,27,4.0,29.6,15.0,14.0,8.0,13.0,41.0,,9.0,트래디셔널캐주얼
32191,1,1010443,17,59438,1.5,11,8,0.0,87.5,3.0,,2.0,12.0,1.0,6.0,10.0,일반식품
32199,0,5387959,80,67349,1.4,42,44,2.5,31.8,27.0,15.0,12.0,26.0,12.0,15.0,53.0,일반식품
32204,1,2347470,18,130415,2.1,12,7,16.7,42.9,2.0,4.0,,12.0,4.0,3.0,11.0,스포츠
32206,0,2984914,56,53302,1.4,16,23,0.0,47.8,16.0,4.0,21.0,15.0,4.0,9.0,43.0,일반식품
32209,0,146128,3,48709,1.0,3,1,0.0,0.0,,3.0,,,,,3.0,니트단품
32210,0,1891140,16,118196,2.9,5,9,68.8,66.7,3.0,3.0,8.0,2.0,5.0,,11.0,화장품
32218,0,4885016,20,244251,1.9,10,12,10.0,50.0,9.0,4.0,4.0,3.0,4.0,15.0,1.0,디자이너부띠끄
32233,0,149000,2,74500,1.0,2,1,0.0,0.0,2.0,,,,,,2.0,유아동복
32241,0,937879,17,55169,2.3,12,6,23.5,33.3,3.0,,3.0,11.0,,,17.0,화장품
32254,1,7701272,78,98734,1.9,38,31,17.9,58.1,20.0,20.0,20.0,18.0,10.0,12.0,56.0,화장품
32268,0,1445217,25,57809,1.6,10,19,12.0,31.6,2.0,5.0,13.0,5.0,7.0,2.0,16.0,일반식품
32270,0,7875857,99,79554,2.3,42,31,13.1,19.4,31.0,9.0,29.0,30.0,2.0,25.0,72.0,일반식품
32278,1,5790230,39,148467,2.7,21,22,17.9,27.3,17.0,6.0,8.0,8.0,6.0,,33.0,화장품
32285,0,1564800,9,173867,2.1,9,5,11.1,20.0,5.0,1.0,,3.0,6.0,2.0,1.0,스포츠
32287,1,4582950,33,138877,1.0,24,13,3.0,30.8,3.0,20.0,10.0,,5.0,3.0,25.0,유니캐주얼
32288,1,7621163,57,133705,1.6,32,24,15.8,25.0,9.0,14.0,13.0,21.0,8.0,8.0,41.0,일반식품
32289,0,6291745,53,118712,2.1,37,24,1.9,16.7,18.0,15.0,7.0,13.0,16.0,,37.0,유니캐주얼
32300,0,8471799,30,282393,2.0,19,18,20.0,33.3,5.0,21.0,,4.0,4.0,5.0,21.0,일반식품
32303,0,4672972,102,45813,1.2,35,67,8.8,23.9,22.0,41.0,27.0,12.0,28.0,,74.0,일반식품
32309,1,1077300,18,59850,1.1,13,13,0.0,15.4,3.0,2.0,3.0,10.0,1.0,3.0,14.0,유니캐주얼
32319,1,13455472,142,94757,2.1,49,82,12.7,39.0,35.0,34.0,26.0,47.0,26.0,14.0,102.0,일반식품
32339,0,1858881,90,20654,1.2,15,52,1.1,28.8,29.0,17.0,19.0,25.0,14.0,13.0,63.0,일반식품
32342,0,2048100,31,66068,1.8,24,18,3.2,33.3,6.0,4.0,12.0,9.0,24.0,1.0,6.0,유아동복
32344,1,6438771,100,64388,1.6,43,41,5.0,29.3,20.0,29.0,26.0,25.0,17.0,14.0,69.0,일반식품
32355,0,32000,1,32000,1.0,1,1,100.0,0.0,,1.0,,,,,1.0,화장품
32380,1,3198591,44,72695,1.0,30,26,11.4,11.5,13.0,3.0,10.0,18.0,30.0,,14.0,영캐주얼
32398,0,991660,23,43116,1.7,10,19,13.0,15.8,7.0,5.0,3.0,8.0,1.0,7.0,15.0,유니캐주얼
32406,1,4391411,40,109785,3.2,26,22,2.5,18.2,12.0,3.0,20.0,5.0,3.0,4.0,33.0,피혁B
32410,1,2448881,45,54420,1.2,21,33,8.9,45.5,9.0,12.0,12.0,12.0,18.0,5.0,22.0,일반식품
32414,0,1371045,49,27981,1.6,20,24,2.0,16.7,12.0,10.0,7.0,20.0,2.0,,47.0,일반식품
32415,0,3160286,34,92950,2.6,13,20,2.9,30.0,8.0,13.0,5.0,8.0,8.0,6.0,20.0,영캐주얼
32436,0,1516400,9,168489,3.3,9,8,11.1,25.0,,3.0,4.0,2.0,,1.0,8.0,유니캐주얼
32441,1,1345500,11,122318,1.0,11,4,27.3,25.0,4.0,6.0,1.0,,,9.0,2.0,수입명품
32449,1,1463714,26,56297,1.8,16,9,7.7,22.2,11.0,,4.0,11.0,2.0,9.0,15.0,화장품
32485,0,907200,11,82473,2.5,9,8,9.1,50.0,4.0,3.0,2.0,2.0,,2.0,9.0,캐릭터캐주얼
32496,0,3566291,125,28530,1.3,24,86,1.6,22.1,25.0,28.0,23.0,49.0,14.0,37.0,74.0,일반식품
32500,1,4222667,35,120648,1.8,19,13,20.0,46.2,11.0,,19.0,5.0,9.0,1.0,25.0,화장품
32512,0,1311800,9,145756,2.4,8,6,22.2,16.7,,7.0,,2.0,1.0,1.0,7.0,트래디셔널캐주얼
32515,1,6463200,71,91031,1.2,37,17,12.7,41.2,12.0,8.0,19.0,32.0,32.0,13.0,26.0,유니캐주얼
32517,0,4047508,47,86117,1.9,27,23,6.4,56.5,17.0,5.0,13.0,12.0,14.0,9.0,24.0,유아동복
32520,1,13460108,34,395886,1.9,18,17,11.8,29.4,4.0,8.0,8.0,14.0,10.0,3.0,21.0,일반식품
32539,1,3109700,21,148081,2.0,18,10,0.0,30.0,5.0,,10.0,6.0,7.0,,14.0,유아동복
32545,0,928023,14,66287,1.4,8,12,14.3,25.0,7.0,3.0,1.0,3.0,4.0,3.0,7.0,캐릭터캐주얼
32566,0,3162022,56,56465,1.6,27,25,7.1,40.0,24.0,7.0,7.0,18.0,12.0,17.0,27.0,일반식품
32573,0,673491,17,39617,1.6,6,11,5.9,18.2,2.0,2.0,3.0,10.0,1.0,10.0,6.0,일반식품
32577,0,5239936,64,81874,1.7,38,28,10.9,14.3,8.0,14.0,20.0,22.0,23.0,6.0,35.0,스포츠
32603,0,2910853,42,69306,1.5,22,26,0.0,34.6,18.0,10.0,7.0,7.0,8.0,5.0,29.0,일반식품
32604,0,24000,1,24000,1.0,1,1,100.0,100.0,,1.0,,,1.0,,,화장품
32613,0,19304708,124,155683,1.6,57,51,25.0,54.9,17.0,26.0,37.0,44.0,21.0,1.0,102.0,캐릭터캐주얼
32616,0,3164485,31,102080,1.3,13,14,0.0,42.9,7.0,2.0,17.0,5.0,,,31.0,일반식품
32632,1,3807476,40,95187,1.9,25,20,25.0,45.0,13.0,5.0,12.0,10.0,26.0,1.0,13.0,유아동복
32633,1,6875896,113,60849,3.9,45,36,4.4,44.4,22.0,20.0,42.0,29.0,30.0,37.0,46.0,엘레강스캐주얼
32635,1,593000,3,197667,2.3,3,3,66.7,33.3,,3.0,,,2.0,,1.0,피혁A
32637,0,4550757,42,108351,2.5,23,10,0.0,30.0,9.0,,8.0,25.0,6.0,9.0,27.0,유니캐주얼
32643,0,295000,1,295000,1.0,1,1,100.0,100.0,,,1.0,,,1.0,,화장품
32646,1,5221899,124,42112,1.5,27,77,5.6,13.0,28.0,28.0,32.0,36.0,79.0,3.0,42.0,일반식품
32662,1,348000,5,69600,2.2,3,2,20.0,50.0,,,4.0,1.0,1.0,3.0,1.0,섬유
32668,0,6329600,29,218262,2.6,21,16,13.8,6.2,7.0,6.0,8.0,8.0,3.0,1.0,25.0,스포츠
32676,1,3620092,43,84188,1.4,16,19,11.6,52.6,20.0,4.0,7.0,12.0,8.0,15.0,20.0,일반식품
32678,0,4732535,51,92795,2.4,25,19,3.9,36.8,14.0,7.0,13.0,17.0,,27.0,24.0,일반식품
32680,0,1291000,7,184429,1.9,4,5,0.0,20.0,,,7.0,,1.0,1.0,5.0,화장품
32705,1,246800,2,123400,2.0,2,2,100.0,0.0,,1.0,1.0,,,1.0,1.0,도자기크리스탈
32706,0,5317954,60,88633,2.4,36,28,3.3,17.9,20.0,12.0,8.0,20.0,27.0,5.0,28.0,유아동복
32717,0,3303456,24,137644,2.1,12,19,20.8,31.6,,10.0,14.0,,2.0,8.0,14.0,디자이너부띠끄
32718,0,3282940,27,121590,1.0,22,18,0.0,33.3,10.0,4.0,8.0,5.0,17.0,2.0,8.0,정장셔츠
32724,1,465000,8,58125,2.8,5,7,12.5,57.1,1.0,4.0,1.0,2.0,3.0,,5.0,정장셔츠
32736,0,2015425,22,91610,2.2,19,11,4.5,81.8,10.0,5.0,1.0,6.0,1.0,12.0,9.0,유니캐주얼
32738,0,10531240,89,118329,2.3,52,23,3.4,87.0,24.0,23.0,16.0,26.0,10.0,21.0,58.0,화장품
32739,0,8948900,187,47855,1.8,67,89,4.8,24.7,31.0,23.0,71.0,62.0,70.0,16.0,101.0,일반식품
32743,0,1653700,18,91872,2.0,13,12,22.2,8.3,2.0,10.0,2.0,4.0,,1.0,17.0,트래디셔널캐주얼
32749,1,891300,9,99033,1.2,9,5,11.1,40.0,2.0,1.0,3.0,3.0,,3.0,6.0,스포츠
32777,0,2820320,45,62674,2.4,27,20,4.4,60.0,4.0,20.0,6.0,15.0,,1.0,44.0,영캐주얼
32807,0,123000,1,123000,3.0,1,1,100.0,0.0,,,1.0,,,,1.0,화장품
32844,1,174552,4,43638,2.0,4,3,0.0,0.0,1.0,,3.0,,2.0,,2.0,조리욕실
32849,1,1518036,20,75902,2.1,13,11,5.0,36.4,7.0,4.0,6.0,3.0,3.0,6.0,11.0,일반식품
32856,1,21049948,98,214795,1.2,24,30,28.6,66.7,31.0,31.0,22.0,14.0,4.0,23.0,71.0,일반식품
32857,0,1318140,16,82384,3.4,8,7,0.0,14.3,,9.0,2.0,5.0,2.0,9.0,5.0,유아동복
32861,1,9986344,99,100872,1.5,42,53,3.0,35.8,42.0,21.0,5.0,31.0,23.0,4.0,72.0,일반식품
32869,0,4165500,33,126227,2.4,20,15,3.0,26.7,9.0,5.0,9.0,10.0,5.0,4.0,24.0,영캐주얼
32902,0,2191200,28,78257,2.5,21,17,7.1,52.9,5.0,14.0,5.0,4.0,17.0,,11.0,유니캐주얼
32909,0,1436123,26,55236,1.5,20,11,0.0,36.4,9.0,2.0,12.0,3.0,5.0,2.0,19.0,일반식품
32912,1,1645400,18,91411,2.0,9,10,22.2,10.0,6.0,6.0,6.0,,5.0,1.0,12.0,화장품
32936,0,3276035,75,43680,1.9,34,39,17.3,33.3,24.0,13.0,26.0,12.0,3.0,25.0,47.0,화장품
32941,0,5444415,41,132791,2.0,24,12,17.1,33.3,21.0,,15.0,5.0,18.0,,23.0,일반식품
32946,1,8192417,137,59799,1.5,41,78,9.5,43.6,39.0,37.0,32.0,29.0,55.0,12.0,70.0,일반식품
32948,1,459400,4,114850,1.5,2,2,0.0,50.0,,,1.0,3.0,3.0,,1.0,화장품
32957,0,519105,14,37079,1.4,10,9,21.4,44.4,3.0,5.0,4.0,2.0,1.0,2.0,11.0,조리욕실
32974,0,546000,14,39000,1.6,11,7,7.1,42.9,4.0,1.0,2.0,7.0,,5.0,9.0,유니캐주얼
32980,1,315401,8,39425,1.0,7,3,25.0,33.3,,,,8.0,,3.0,5.0,일반식품
32987,0,697020,18,38723,2.0,10,5,0.0,20.0,3.0,2.0,,13.0,,,18.0,니트단품
32991,0,152000,1,152000,3.0,1,1,0.0,0.0,1.0,,,,,1.0,,화장품
32994,0,2480714,30,82690,2.1,11,10,33.3,30.0,6.0,,20.0,4.0,13.0,3.0,14.0,유니캐주얼
33003,0,11592795,106,109366,1.7,30,58,3.8,36.2,19.0,23.0,29.0,35.0,27.0,6.0,73.0,일반식품
33009,0,2191375,31,70690,2.0,11,21,19.4,38.1,7.0,4.0,12.0,8.0,3.0,7.0,21.0,화장품
33019,1,1868120,16,116758,3.0,2,7,75.0,71.4,5.0,3.0,7.0,1.0,5.0,2.0,9.0,화장품
33064,0,2206529,26,84866,2.1,17,18,34.6,44.4,7.0,8.0,3.0,8.0,,7.0,19.0,일반식품
33099,0,5102320,58,87971,2.1,36,29,3.4,65.5,11.0,13.0,20.0,14.0,4.0,21.0,33.0,영캐주얼
33103,1,759160,15,50611,1.8,10,6,33.3,50.0,1.0,6.0,8.0,,8.0,1.0,6.0,화장품
33126,0,3597993,56,64250,2.1,21,32,12.5,40.6,10.0,14.0,20.0,12.0,2.0,4.0,50.0,일반식품
33131,1,5625486,41,137207,2.2,28,20,22.0,45.0,5.0,15.0,7.0,14.0,10.0,6.0,25.0,스포츠
33151,0,588100,13,45238,2.1,10,10,0.0,40.0,6.0,,,7.0,,6.0,7.0,섬유
33154,1,738262,20,36913,1.4,13,14,5.0,28.6,5.0,3.0,1.0,11.0,6.0,1.0,13.0,유아동복
33183,0,3206218,121,26498,1.5,28,76,0.8,10.5,20.0,30.0,27.0,44.0,17.0,2.0,102.0,일반식품
33184,0,8230800,34,242082,4.2,22,13,11.8,23.1,17.0,8.0,3.0,6.0,,2.0,32.0,디자이너부띠끄
33191,0,1697640,24,70735,1.6,16,11,16.7,45.5,4.0,4.0,4.0,12.0,,7.0,17.0,스포츠
33206,1,4926664,64,76979,1.5,35,31,3.1,83.9,21.0,17.0,11.0,15.0,,13.0,51.0,유니캐주얼
33207,1,5545891,64,86655,2.0,35,39,6.2,25.6,15.0,29.0,8.0,12.0,4.0,28.0,32.0,일반식품
33212,0,1501014,53,28321,1.4,29,25,5.7,36.0,5.0,2.0,29.0,17.0,1.0,10.0,42.0,유니캐주얼
33216,0,1030800,15,68720,1.5,11,7,6.7,14.3,,,3.0,12.0,4.0,8.0,3.0,정장셔츠
33217,0,1328261,11,120751,5.0,6,4,45.5,100.0,,5.0,5.0,1.0,2.0,1.0,8.0,수입명품
33221,1,593919,6,98986,1.0,6,5,16.7,100.0,3.0,,2.0,1.0,,,6.0,화장품
33222,0,6691964,47,142382,2.0,28,20,14.9,50.0,8.0,16.0,16.0,7.0,3.0,21.0,23.0,엘레강스캐주얼
33232,0,1114420,12,92868,1.7,8,5,25.0,80.0,,,6.0,6.0,,11.0,1.0,일반식품
33248,1,1689800,13,129985,1.6,9,8,15.4,62.5,,8.0,1.0,4.0,,7.0,6.0,일반식품
33257,0,4786577,42,113966,1.0,26,17,16.7,23.5,26.0,13.0,,3.0,11.0,2.0,29.0,스포츠
33265,1,783000,12,65250,1.0,9,7,25.0,28.6,,2.0,3.0,7.0,4.0,,8.0,엘레강스캐주얼
33288,1,554000,6,92333,1.0,5,3,16.7,33.3,1.0,4.0,,1.0,1.0,,5.0,유아동복
33298,0,1130716,16,70670,1.9,6,8,25.0,25.0,5.0,2.0,7.0,2.0,,2.0,14.0,일반식품
33330,0,1608300,9,178700,2.8,8,4,11.1,50.0,2.0,2.0,5.0,,2.0,1.0,6.0,피혁B
33337,0,331902,15,22127,1.0,7,10,6.7,50.0,4.0,2.0,5.0,4.0,,9.0,6.0,일반식품
33342,1,617000,3,205667,1.0,3,2,33.3,100.0,1.0,,,2.0,,,3.0,정장셔츠
33344,0,261902,8,32738,1.2,5,4,25.0,0.0,,3.0,,5.0,,,8.0,일반식품
33347,0,2973707,56,53102,1.7,22,22,3.6,27.3,14.0,6.0,10.0,26.0,5.0,5.0,46.0,일반식품
33354,1,1773810,26,68223,2.3,17,9,3.8,44.4,1.0,10.0,10.0,5.0,15.0,2.0,9.0,스포츠
33356,0,60000,2,30000,1.0,2,2,50.0,50.0,,1.0,1.0,,,,2.0,도자기크리스탈
33412,0,9384474,62,151362,2.5,31,30,21.0,10.0,10.0,15.0,34.0,3.0,5.0,4.0,53.0,수입명품
33415,1,10139800,82,123656,2.3,46,33,22.0,39.4,11.0,21.0,17.0,33.0,27.0,,55.0,스포츠
